鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,11.97,住,,,2023-03-26,土地16建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,125.56,3,1,2,有,無,62750000,595786,坡道平面,27.79,4500000,,RPVOMLMJNHIGFFA08CB,鑄慕,A4-19F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,16.82,住,,,2023-04-06,土地16建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,165.17,3,1,2,有,無,87050000,599068,坡道平面,27.79,4750000,,RPWOMLMJNHIGFFA18CB,鑄慕,A9-21F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,9.67,住,,,2023-04-08,土地16建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,106.75,2,1,1,有,無,51250000,600304,坡道平面,27.79,3850000,,RPXOMLMJNHIGFFA28CB,鑄慕,A2-20F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,16.82,住,,,2023-04-02,土地16建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,165.17,3,1,2,有,無,82150000,562673,坡道平面,27.79,4850000,,RPOPMLMJNHIGFFA47CB,鑄慕,A9-8F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,10.31,住,,,2023-04-05,土地16建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,111.95,2,1,2,有,無,49800000,545984,坡道平面,27.79,3850000,,RPPPMLMJNHIGFFA57CB,鑄慕,A3-4F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,9.21,住,,,2023-03-31,土地16建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,103.01,1,1,1,有,無,48730000,596650,坡道平面,27.79,3850000,本戶含露臺7.8坪，原序號 B1AF11204110005,RPQPMLMJNHIGFFA67CB,鑄慕,A6-1-4F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,10.31,住,,,2023-04-06,土地16建物1車位1,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,111.95,2,1,2,有,無,50800000,557866,坡道平面,27.79,3850000,,RPRPMLMJNHIGFFA77CB,鑄慕,A3-6F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,9.67,住,,,2023-04-07,土地16建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,106.75,2,1,1,有,無,51000000,597138,坡道平面,27.79,3850000,,RPSPMLMJNHIGFFA87CB,鑄慕,A2-19F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,10.31,住,,,2023-04-16,土地16建物1車位1,七層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,111.95,2,1,2,有,無,51100000,561431,坡道平面,27.79,3850000,,RPTPMLMJNHIGFFA97CB,鑄慕,A3-7F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,12.09,住,,,2023-04-07,土地16建物1車位1,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,126.5,2,1,2,有,無,58310000,551717,坡道平面,27.79,3850000,,RPUPMLMJNHIGFFA08CB,鑄慕,A8-5F號,
大安區,房地(土地+建物),臺北市大安區正聲里光復南路260巷、280巷,9.23,住,,,2023-04-13,土地16建物1車位0,七層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,75.37,1,1,1,有,無,42600000,565212,,0.0,0,,RPVPMLMJNHIGFFA18CB,鑄慕,A6-1-7F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,11.97,住,,,2023-04-16,土地16建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,125.56,3,1,2,有,無,64100000,612151,坡道平面,27.79,4250000,,RPWPMLMJNHIGFFA28CB,鑄慕,A4-22F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,11.81,住,,,2023-04-10,土地16建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,124.23,3,1,2,有,無,60800000,590523,坡道平面,27.79,3850000,,RPXPMLMJNHIGFFA38CB,鑄慕,A4-15F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,10.46,住,,,2023-04-12,土地16建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.17,2,1,2,有,無,55990000,604825,坡道平面,27.79,4350000,,RPOQMLMJNHIGFFA57CB,鑄慕,A3-21F號,
大安區,房地(土地+建物)+車位,臺北市大安區正聲里光復南路260巷、280巷,16.82,住,,,2023-04-07,土地16建物1車位1,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,165.17,3,1,2,有,無,79700000,552118,坡道平面,27.79,3850000,,RPPQMLMJNHIGFFA67CB,鑄慕,A9-5F號,
北投區,房地(土地+建物),臺北市北投區公館路350巷28號,10.61,住,,,2023-04-20,土地9建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,55.18,2,1,1,有,無,13600000,246466,,0.0,0,,RPQNMLMJNHIGFEA37CB,欣聯奇岩,D-5F號,
北投區,房地(土地+建物),臺北市北投區公館路350巷28號,13.85,住,,,2023-04-16,土地9建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,70.7,2,2,1,有,無,17200000,243281,,0.0,0,,RPRNMLMJNHIGFEA47CB,欣聯奇岩,F-3F號,
北投區,房地(土地+建物)+車位,臺北市北投區公館路350巷28號,13.85,住,,,2023-04-18,土地9建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.84,2,2,1,有,無,19600000,240453,坡道平面,37.14,2600000,車位編號:19,RPSNMLMJNHIGFEA57CB,欣聯奇岩,F-2F號,
北投區,房地(土地+建物)+車位,臺北市北投區公館路350巷28號,13.7,住,,,2023-04-18,土地9建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.13,2,2,1,有,無,20360000,250893,坡道平面,37.14,2800000,車位編號:23,RPTNMLMJNHIGFEA67CB,欣聯奇岩,F-11F號,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段609號,26.41,商,,,2023-04-27,土地22建物1車位2,十三層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,288.8,0,0,0,無,無,89860000,388696,坡道平面,76.14,7200000,,RPQNMLNJNHIGFEA57DB,築觀,A1-13F號,
士林區,房地(土地+建物)+車位,臺北市士林區德行東路260巷7號旁,51.16,住,,,2023-05-02,土地5建物1車位3,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼造,,360.41,0,0,0,無,無,86530000,335801,坡道平面,128.04,8500000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNJNHIGFEA67DB,璞園泊隱,A1-6F號,
南港區,房地(土地+建物)+車位,臺北市南港區重陽里重陽路39巷,48.57,住,,,2023-04-24,土地1建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,230.02,3,2,3,有,無,65500000,315240,坡道平面,32.71,3300000,,RPPNMLNJNHIGFDA37DB,中瑋吾年,A棟A4-6F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,12.37,商,,,2023-02-13,土地40建物1車位1,二十層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,189.34,3,2,2,有,無,48000000,277041,坡道平面,27.27,3100000,雨遮不計價原申報書序號B1AB11203040003,RPPNMLNJNHIGFBA07CB,首岳,B棟B10-20F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,6.89,商,,,2023-04-15,土地40建物1車位1,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,115.43,2,2,2,有,無,27910000,288226,坡道平面,27.27,2500000,,RPQNMLNJNHIGFBA17CB,首岳,B棟B3-12F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,6.89,商,,,2023-04-14,土地40建物1車位1,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,115.41,2,2,2,有,無,27000000,277967,坡道平面,27.27,2500000,,RPRNMLNJNHIGFBA27CB,首岳,B棟B5-18F號,
大同區,房地(土地+建物),臺北市大同區寧夏路88號,6.52,商,,,2023-04-12,土地40建物1車位0,二十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,88.14,2,2,2,有,無,24660000,279782,,0.0,0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPSNMLNJNHIGFBA37CB,首岳,B棟B5-21F號,
大同區,房地(土地+建物),臺北市大同區寧夏路88號,6.52,商,,,2023-04-16,土地40建物1車位0,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,88.16,2,2,2,有,無,25050000,284142,,0.0,0,,RPTNMLNJNHIGFBA47CB,首岳,B棟B8-12F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,9.59,商,,,2023-04-12,土地40建物1車位1,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,152.02,2,2,2,有,無,35600000,264529,坡道平面,27.27,2600000,,RPUNMLNJNHIGFBA57CB,首岳,B棟B11-11F號,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路４４８號旁,16.34,其他,,,2023-04-09,土地8建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.65,2,2,1,有,無,33590000,279913,坡道平面,38.83,2850000,雨遮面積登記不計價,RPVNMLNJNHIGFBA67CB,麗盛南京,B棟8F-1號,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路４４８號旁,22.38,其他,,,2023-04-28,土地8建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.46,3,2,2,有,無,47610000,296820,坡道平面,38.83,2900000,雨遮面積登記不計價,RPWNMLNJNHIGFBA77CB,麗盛南京,B棟7F-2號,
內湖區,房地(土地+建物)+車位,臺北市內湖區江南街71巷16弄5之1號,16.72,住,,,2023-04-12,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.53,3,2,2,有,無,38280000,283432,坡道平面,45.35,2800000,雨遮計坪不計價,RPPNMLNJNHIGFCA17CB,廣宇江南,G2-14F號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.39,商,,,2023-04-22,土地25建物1車位1,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.01,3,2,2,有,無,32070000,252570,其他,13.37,1600000,,RPPNMLNJNHIGFAA96CB,岳泰峰華,A1-13樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,6.83,商,,,2023-04-14,土地25建物1車位1,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.2,2,2,1,有,無,25110000,267676,其他,13.37,1600000,,RPRNMLNJNHIGFAA17CB,岳泰峰華,A4-12樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,6.83,商,,,2023-04-14,土地25建物1車位1,九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.2,2,2,1,有,無,24870000,264944,其他,13.37,1600000,,RPSNMLNJNHIGFAA27CB,岳泰峰華,A4-9樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.39,商,,,2023-04-14,土地25建物1車位1,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.8,3,2,2,有,無,37540000,269355,其他,13.37,1600000,,RPTNMLNJNHIGFAA37CB,岳泰峰華,A5-12樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.57,商,,,2023-04-14,土地25建物1車位1,十八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.32,3,2,2,有,無,33220000,257178,其他,13.37,1600000,,RPVNMLNJNHIGFAA57CB,岳泰峰華,A1-18樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,6.09,商,,,2023-04-13,土地25建物1車位1,十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.63,2,2,1,有,無,23420000,278814,其他,13.37,1600000,,RPWNMLNJNHIGFAA67CB,岳泰峰華,A6-11樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.38,商,,,2023-04-13,土地25建物1車位1,十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.63,3,2,2,有,無,37200000,267147,其他,13.37,1600000,,RPXNMLNJNHIGFAA77CB,岳泰峰華,A3-11樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.64,商,,,2023-04-13,土地25建物1車位1,十九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.42,3,2,2,有,無,41200000,277290,坡道平面,26.74,3300000,,RPOOMLNJNHIGFAA96CB,岳泰峰華,A3-19 樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.64,商,,,2023-04-12,土地25建物1車位1,二十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.42,3,2,2,有,無,40890000,275754,坡道平面,26.74,3200000,,RPPOMLNJNHIGFAA07CB,岳泰峰華,A3-20樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.39,商,,,2023-04-12,土地25建物1車位1,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.8,3,2,2,有,無,37260000,267256,其他,13.37,1600000,,RPQOMLNJNHIGFAA17CB,岳泰峰華,A5-13樓號,
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街136巷18弄12號,13.45,住,,,2023-04-29,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.0,2,1,2,有,無,26060000,231770,坡道平面,34.19,2000000,雨遮計坪不計價,RPPNMLNJNHIGFCA27DB,家騰真,A3-12F號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,6.09,商,,,2023-04-16,土地25建物1車位1,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.63,2,2,1,有,無,23560000,280603,其他,13.37,1600000,,RPPNMLOJNHIGFAA07CB,岳泰峰華,A6-13樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.39,商,,,2023-04-16,土地25建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.01,3,2,2,有,無,32290000,254393,其他,13.37,1600000,,RPQNMLOJNHIGFAA17CB,岳泰峰華,A1-15樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.64,商,,,2023-04-16,土地25建物1車位1,二十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.42,3,2,2,有,無,40910000,280290,坡道平面,26.74,2600000,,RPRNMLOJNHIGFAA27CB,岳泰峰華,A3-21樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.39,商,,,2023-04-16,土地25建物1車位1,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.17,3,2,2,有,無,39180000,271153,坡道平面,26.74,3000000,,RPSNMLOJNHIGFAA37CB,岳泰峰華,A5-14樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.38,商,,,2023-04-17,土地25建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.0,3,2,2,有,無,38460000,271349,坡道平面,26.74,2300000,,RPTNMLOJNHIGFAA47CB,岳泰峰華,A3-15樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.57,商,,,2023-04-17,土地25建物1車位1,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.32,3,2,2,有,無,33000000,255388,其他,13.37,1600000,,RPUNMLOJNHIGFAA57CB,岳泰峰華,A1-16樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.39,商,,,2023-04-17,土地25建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.17,3,2,2,有,無,39200000,271303,坡道平面,26.74,3000000,,RPVNMLOJNHIGFAA67CB,岳泰峰華,A5-15樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.64,商,,,2023-04-18,土地25建物1車位1,十八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.42,3,2,2,有,無,40990000,275754,坡道平面,26.74,3300000,,RPXNMLOJNHIGFAA87CB,岳泰峰華,A2-18樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.57,商,,,2023-04-19,土地25建物1車位1,十七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.32,3,2,2,有,無,33110000,256283,其他,13.37,1600000,,RPOOMLOJNHIGFAA07CB,岳泰峰華,A1-17樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,6.83,商,,,2023-04-19,土地25建物1車位1,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.2,2,2,1,有,無,25190000,268587,其他,13.37,1600000,,RPPOMLOJNHIGFAA17CB,岳泰峰華,A4-13樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,10.64,商,,,2023-04-19,土地25建物1車位1,十九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.42,3,2,2,有,無,41000000,277290,坡道平面,26.74,3100000,,RPQOMLOJNHIGFAA27CB,岳泰峰華,A2-19樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,6.83,商,,,2023-04-19,土地25建物1車位1,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.2,2,2,1,有,無,25270000,269498,其他,13.37,1600000,,RPROMLOJNHIGFAA37CB,岳泰峰華,A4-14樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.41,商,,,2023-04-19,土地25建物1車位1,五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.34,3,2,2,有,無,31280000,245350,其他,13.37,1600000,,RPSOMLOJNHIGFAA47CB,岳泰峰華,A7-5樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,6.09,商,,,2023-04-20,土地25建物1車位1,十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.65,2,2,1,有,無,23780000,283342,其他,13.37,1600000,,RPTOMLOJNHIGFAA57CB,岳泰峰華,A2-11樓號,
文山區,房地(土地+建物)+車位,臺北市文山區景文街４８號,9.57,商,,,2023-04-20,土地25建物1車位1,十九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.32,3,2,2,有,無,33330000,258072,其他,13.37,1600000,,RPUOMLOJNHIGFAA67CB,岳泰峰華,A1-19樓號,
